0,0.0,37.84,162.69,60.94,47.3,11.11,39.27,66.77,12.32,46.86,129.91,103.73,39.82,31.46,24.86,68.31,16.06,438.24,461.01
1,0.01,37.84,162.69,60.94,47.3,11.11,39.27,66.77,12.32,46.86,129.91,103.73,39.82,31.46,24.86,68.31,16.06,438.24,461.01
2,0.02,37.84,162.69,59.4,48.4,11.11,40.59,63.8,13.75,48.07,133.21,103.73,38.17,31.46,23.65,68.31,16.06,437.58,462.66
3,0.03,37.84,162.69,60.94,47.3,9.68,39.27,65.34,13.75,48.07,131.56,103.73,38.17,33.11,22.44,69.85,16.06,436.81,462.99
4,0.04,37.84,162.69,60.94,49.61,9.68,40.59,65.34,13.75,48.07,129.91,105.27,36.63,33.11,21.34,68.31,13.2,440.44,455.84
5,0.05,39.6,164.34,60.94,48.4,11.11,37.95,66.77,12.32,46.86,128.26,103.73,38.17,31.46,20.13,69.85,13.2,441.43,451.66
6,0.06,37.84,164.34,60.94,48.4,9.68,40.59,65.34,13.75,48.07,129.91,105.27,36.63,31.46,20.13,65.34,13.2,440.88,450.01
7,0.07,39.6,164.34,62.48,49.61,11.11,40.59,66.77,11.0,48.07,128.26,103.73,34.98,28.05,18.92,65.34,14.63,445.5,441.98
8,0.08,39.6,164.34,60.94,49.61,11.11,40.59,66.77,12.32,48.07,131.56,106.81,34.98,29.81,16.61,63.91,14.63,445.28,446.38
9,0.09,41.25,166.1,60.94,49.61,9.68,39.27,65.34,13.75,49.28,128.26,106.81,34.98,28.05,16.61,62.37,11.66,445.94,438.02
10,0.1,41.25,167.75,60.94,49.61,11.11,40.59,66.77,12.32,50.49,129.91,106.81,33.44,26.4,15.4,57.97,13.2,450.34,433.62
11,0.11,41.25,167.75,62.48,48.4,11.11,41.91,65.34,13.75,51.7,129.91,108.35,31.79,26.4,14.19,60.94,13.2,451.99,436.48
12,0.12,41.25,169.51,64.02,49.61,11.11,40.59,68.31,13.75,50.49,128.26,109.89,30.25,26.4,14.19,56.54,10.23,458.15,426.25
13,0.13,41.25,167.75,64.02,50.82,8.36,40.59,68.31,13.75,51.7,129.91,109.89,28.6,28.05,10.67,57.97,11.66,454.85,428.45
14,0.14,43.01,167.75,64.02,50.82,11.11,41.91,68.31,13.75,53.02,129.91,111.43,27.06,28.05,11.77,55.11,11.66,460.68,428.01
15,0.15,41.25,167.75,64.02,49.61,11.11,41.91,66.77,13.75,53.02,129.91,111.43,27.06,26.4,10.67,56.54,10.23,456.17,425.26
16,0.16,41.25,169.51,64.02,52.03,9.68,40.59,66.77,12.32,54.23,128.26,113.08,27.06,26.4,9.46,56.54,8.8,456.17,423.83
17,0.17,41.25,169.51,64.02,50.82,11.11,40.59,65.34,13.75,55.44,129.91,114.51,25.41,24.75,9.46,53.79,10.23,456.39,423.5
18,0.18,43.01,169.51,62.48,52.03,9.68,41.91,66.77,13.75,55.44,126.61,114.51,25.41,28.05,8.25,55.11,8.8,459.14,422.18
19,0.19,43.01,169.51,62.48,50.82,11.11,43.23,66.77,12.32,55.44,129.91,116.05,25.41,28.05,5.83,55.11,10.23,459.25,426.03
20,0.2,41.25,167.75,64.02,50.82,9.68,43.23,66.77,12.32,56.65,129.91,116.05,25.41,24.75,7.04,53.79,8.8,455.84,422.4
21,0.21,43.01,169.51,62.48,52.03,9.68,43.23,66.77,12.32,56.65,128.26,117.59,25.41,26.4,5.83,55.11,8.8,459.03,424.05
22,0.22,43.01,169.51,64.02,52.03,11.11,41.91,66.77,13.75,56.65,124.96,116.05,23.87,28.05,5.83,55.11,8.8,462.11,419.32
23,0.23,41.25,169.51,60.94,52.03,11.11,43.23,65.34,12.32,56.65,126.61,119.13,23.87,26.4,5.83,52.36,8.8,455.73,419.65
24,0.24,43.01,169.51,62.48,52.03,11.11,41.91,66.77,13.75,57.97,126.61,117.59,23.87,28.05,5.83,56.54,8.8,460.57,425.26
25,0.25,41.25,167.75,60.94,53.13,11.11,41.91,65.34,13.75,56.65,126.61,119.13,23.87,28.05,5.83,57.97,10.23,455.18,428.34
26,0.26,41.25,167.75,62.48,52.03,9.68,43.23,66.77,12.32,56.65,126.61,119.13,23.87,26.4,8.25,57.97,8.8,455.51,427.68
27,0.27,39.6,166.1,60.94,53.13,9.68,43.23,66.77,13.75,56.65,128.26,117.59,25.41,26.4,8.25,57.97,10.23,453.2,430.76
28,0.28,39.6,166.1,60.94,52.03,11.11,41.91,68.31,12.32,56.65,128.26,117.59,25.41,26.4,7.04,60.94,8.8,452.32,431.09
29,0.29,37.84,164.34,60.94,52.03,9.68,41.91,68.31,13.75,55.44,129.91,116.05,25.41,28.05,9.46,60.94,11.66,448.8,436.92
30,0.3,37.84,164.34,60.94,52.03,11.11,43.23,68.31,13.75,55.44,126.61,117.59,25.41,31.46,8.25,62.37,11.66,451.55,438.79
31,0.31,37.84,162.69,59.4,52.03,9.68,43.23,68.31,13.75,55.44,129.91,116.05,25.41,29.81,9.46,60.94,10.23,446.93,437.25
32,0.32,36.08,159.39,57.97,52.03,11.11,41.91,66.77,13.75,56.65,129.91,117.59,25.41,29.81,9.46,62.37,8.8,439.01,440.0
33,0.33,34.43,161.04,59.4,49.61,11.11,43.23,66.77,13.75,56.65,128.26,117.59,27.06,29.81,9.46,63.91,11.66,439.34,444.4
34,0.34,34.43,159.39,57.97,50.82,9.68,43.23,68.31,13.75,55.44,128.26,114.51,27.06,29.81,10.67,62.37,11.66,437.58,439.78
35,0.35,32.67,159.39,56.54,50.82,11.11,41.91,66.77,12.32,57.97,129.91,117.59,25.41,29.81,10.67,60.94,8.8,431.53,441.1
