0.0,467.83,782.1
0.01,467.83,782.1
0.02,491.37,704.88
0.03,517.99,619.96
0.04,543.62,548.79
0.05,570.68,501.6
0.06,597.74,449.02
0.07,621.83,368.61
0.08,651.75,265.54
0.09,669.46,185.35
0.1,701.03,148.5
0.11,729.85,124.96
0.12,758.01,92.4
0.13,792.11,60.28
0.14,829.84,42.02
0.15,867.46,29.37
0.16,904.53,14.85
0.17,942.81,12.54
0.18,981.75,12.54
0.19,1009.58,7.04
0.2,1036.09,7.04
0.21,1057.65,12.54
0.22,1075.36,10.12
0.23,1084.82,10.12
0.24,1092.08,4.62
0.25,1092.96,4.62
0.26,1100.99,4.62
0.27,1097.58,0.0
0.28,1097.91,4.62
0.29,1096.48,0.0
0.3,1095.38,0.0
0.31,1094.06,0.0
0.32,1096.37,0.0
0.33,1099.56,0.0
0.34,1111.77,0.0
0.35,1126.84,0.0
0.36,1142.02,0.0
0.37,1168.86,0.0
0.38,1193.17,0.0
0.39,1219.68,0.0
0.4,1249.38,0.0
0.41,1268.19,0.0
0.42,1285.79,0.0
0.43,1294.15,0.0
0.44,1292.28,0.0
0.45,1283.15,4.62
0.46,1276.99,4.62
0.47,1263.35,4.62
0.48,1258.18,4.62
0.49,1262.25,6.93
0.5,1266.1,18.48
0.51,1262.25,50.93
0.52,1245.64,74.58
0.53,1225.73,120.45
0.54,1192.73,159.17
0.55,1144.33,256.3
0.56,1076.57,446.71
0.57,987.69,563.64
0.58,885.17,622.05
0.59,769.67,638.22
0.6,580.58,654.39
0.61,366.3,665.28
0.62,204.05,681.89
0.63,134.09,698.94
0.64,91.19,720.5
0.65,43.34,744.37
0.66,29.7,774.18
0.67,17.38,793.76
0.68,17.38,818.62
0.69,17.38,835.01
0.7,6.93,854.26
0.71,6.93,867.13
0.7199,6.93,873.84
0.7299,2.53,880.55
0.7399,2.53,891.33
0.7499,2.53,895.29
0.7599,2.53,902.33
0.7699,2.53,911.79
0.7799,2.53,926.31
0.7899,2.53,935.99
0.7999,2.53,938.52
0.8099,2.53,945.34
0.8199,2.53,945.34
0.8299,2.53,939.51
0.8399,2.53,945.45
0.8499,2.53,942.26
0.8599,0.0,944.46
0.8699,0.0,950.84
0.8799,0.0,959.09
0.8899,0.0,973.28
0.8999,0.0,986.15
0.9099,0.0,994.51
0.9199,0.0,1002.32
0.9299,0.0,1007.6
0.9399,0.0,1022.23
0.9499,0.0,1031.25
0.9599,0.0,1032.9
0.9699,0.0,1029.27
0.9799,0.0,1032.57
0.9899,0.0,1042.58
0.9999,5.06,1047.97
1.0099,7.59,1056.33
1.0199,20.24,1059.3
1.0299,58.96,1054.13
1.0399,128.04,1050.06
1.0499,254.87,1038.73
1.0599,441.87,1006.06
1.0699,688.16,952.71
1.0799,783.86,867.9
1.0899,807.4,747.89
1.0999,814.77,612.7
1.1099,836.33,536.69
1.1199,870.76,403.81
1.1299,901.12,234.3
1.1399,925.65,159.28
1.1499,947.98,117.04
1.1599,979.11,63.8
1.1699,1002.87,36.63
1.1799,1023.44,15.73
1.1899,1035.1,7.04
1.1999,1057.65,4.62
1.2099,1065.9,4.62
1.2199,1072.72,4.62
1.2299,1058.53,4.62
1.2399,1047.42,0.0
1.2499,1032.02,4.62
1.2599,1021.79,0.0
1.2699,1017.61,0.0
1.2799,1012.11,0.0
1.2899,1011.23,0.0
1.2999,1017.94,0.0
1.3099,1019.26,0.0
1.3199,1023.88,0.0
1.3299,1039.61,0.0
1.3399,1052.92,0.0
1.3499,1067.33,0.0
1.3599,1089.99,0.0
1.3699,1116.94,0.0
1.3799,1143.01,0.0
1.3899,1177.0,0.0
1.3999,1197.79,0.0
1.4099,1215.39,0.0
1.4199,1223.42,0.0
1.4299,1219.24,0.0
1.4399,1227.05,0.0
1.4499,1234.31,0.0
1.4599,1245.75,0.0
1.4699,1259.83,0.0
1.4799,1266.54,0.0
1.4899,1271.71,0.0
1.4999,1268.96,0.0
1.5099,1262.47,4.62
1.5199,1242.89,13.86
1.5299,1202.74,33.33
1.5399,1143.12,94.49
1.5499,1043.13,165.11
1.5599,902.0,261.8
1.5699,762.52,525.58
1.5799,567.16,767.36
1.5899,341.0,923.12
1.5999,220.44,954.69
1.6099,138.27,964.15
1.6199,67.54,955.02
1.6299,41.58,956.23
1.6399,17.38,963.82
1.6499,17.38,961.4
1.6599,17.38,962.28
1.6699,6.93,956.56
1.6799,6.93,946.22
1.6899,2.53,937.75
1.6999,2.53,920.26
1.7099,2.53,910.03
1.7199,2.53,890.78
1.7299,2.53,858.77
1.7399,2.53,842.71
1.7499,0.0,820.05
1.7599,0.0,801.13
1.7699,0.0,798.38
1.7799,0.0,788.26
1.7899,0.0,793.65
1.7999,0.0,805.64
1.8099,0.0,816.86
1.8199,0.0,838.09
1.8299,0.0,857.89
1.8399,0.0,878.13
1.8499,0.0,900.68
1.8599,0.0,918.28
1.8699,0.0,938.3
1.8799,0.0,959.31
1.8899,0.0,976.47
1.8999,0.0,1003.09
1.9099,0.0,1028.5
1.9199,0.0,1035.65
1.9299,0.0,1035.1
1.9399,0.0,1032.13
1.9499,0.0,1034.33
1.9599,0.0,1045.99
1.9699,0.0,1060.29
1.9799,0.0,1061.28
1.9899,0.0,1055.23
1.9999,5.06,1045.88
2.0099,37.95,1025.09
2.0199,145.86,980.98
2.0299,232.1,922.9
2.0399,461.89,825.88
2.0499,656.59,677.49
2.0599,756.36,584.76
2.0699,924.11,513.92
2.0799,1004.3,385.44
2.0899,1060.95,240.79
2.0999,1081.3,177.43
2.1099,1099.56,114.84
2.1199,1103.74,62.04
2.1299,1111.55,25.41
2.1399,1114.52,10.78
2.1498,1116.94,4.62
2.1598,1105.17,4.62
2.1698,1101.43,0.0
2.1798,1093.84,0.0
2.1898,1067.88,0.0
2.1998,1040.6,0.0
2.2098,1012.44,0.0
2.2198,979.0,0.0
2.2298,954.47,0.0
2.2398,932.91,0.0
2.2498,923.67,0.0
2.2598,909.7,0.0
2.2698,908.05,0.0
2.2798,913.55,0.0
2.2898,921.03,0.0
2.2998,928.29,0.0
2.3098,947.21,0.0
2.3198,971.52,0.0
2.3298,990.33,0.0
2.3398,1018.38,0.0
2.3498,1052.59,0.0
2.3598,1092.74,0.0
2.3698,1130.8,0.0
2.3798,1166.88,0.0
2.3898,1193.5,0.0
2.3998,1209.45,0.0
2.4098,1222.54,0.0
2.4198,1228.37,0.0
2.4298,1243.77,0.0
2.4398,1254.0,0.0
2.4498,1263.02,0.0
2.4598,1261.92,0.0
2.4698,1267.31,11.55
2.4798,1243.88,20.79
2.4898,1213.19,57.97
2.4998,1157.97,150.26
2.5098,1081.96,222.42
2.5198,964.92,434.83
2.5298,830.61,710.93
2.5398,643.06,869.33
2.5498,394.57,944.79
2.5598,240.9,956.23
2.5698,142.56,960.63
2.5798,76.89,957.0
2.5898,42.02,968.11
2.5998,23.98,959.75
2.6098,16.06,956.56
2.6198,16.06,951.5
2.6298,3.08,951.28
2.6398,0.0,946.55
2.6498,0.0,935.55
2.6598,0.0,920.26
2.6698,0.0,904.31
2.6798,0.0,887.81
2.6898,0.0,875.38
2.6998,0.0,858.44
2.7098,0.0,840.73
2.7198,0.0,829.62
2.7298,0.0,830.94
2.7398,0.0,832.7
2.7498,0.0,839.85
2.7598,0.0,851.84
2.7698,0.0,860.31
2.7798,0.0,870.54
2.7898,0.0,875.38
2.7998,0.0,892.87
2.8098,0.0,909.26
2.8198,0.0,920.81
2.8298,0.0,940.61
