0.0,556.27,757.46
0.01,556.27,757.46
0.02,550.77,757.79
0.03,537.24,763.29
0.04,523.38,762.52
0.05,513.7,767.58
0.06,502.59,772.31
0.07,482.9,774.84
0.08,467.5,781.55
0.09,451.99,786.06
0.1,436.48,783.64
0.11,423.06,788.48
0.12,410.52,795.3
0.13,396.11,802.78
0.14,379.28,802.23
0.15,366.19,816.31
0.16,344.3,820.93
0.17,317.46,830.17
0.18,294.8,837.54
0.19,261.14,848.65
0.2,225.94,862.73
0.21,189.64,876.59
0.22,145.86,895.95
0.23,108.35,909.7
0.24,77.88,933.35
0.25,51.04,954.47
0.26,33.33,968.44
0.27,19.8,984.72
0.28,4.07,1001.66
0.29,4.07,1017.83
0.3,4.07,1029.6
0.31,4.07,1036.64
0.32,0.0,1043.79
0.33,0.0,1048.63
0.34,4.07,1043.9
0.35,0.0,1051.49
0.36,0.0,1045.0
0.37,0.0,1047.42
0.38,0.0,1043.13
0.39,0.0,1038.73
0.4,0.0,1038.95
0.41,0.0,1032.35
0.42,0.0,1030.7
0.43,0.0,1031.14
0.44,0.0,1033.67
0.45,0.0,1034.11
0.46,0.0,1032.24
0.47,0.0,1042.91
0.48,0.0,1038.51
0.49,0.0,1044.12
0.5,0.0,1044.56
0.51,0.0,1049.51
0.52,0.0,1048.41
0.53,0.0,1053.14
0.54,0.0,1058.75
0.55,0.0,1057.43
0.56,0.0,1058.53
0.57,0.0,1059.85
0.58,0.0,1052.04
0.59,0.0,1052.81
0.6,0.0,1050.28
0.61,0.0,1042.25
0.62,0.0,1035.87
0.63,0.0,1025.2
0.64,4.07,1007.71
0.65,8.25,1001.11
0.66,14.41,990.55
0.67,22.77,981.53
0.68,59.73,961.84
0.69,118.36,944.02
0.7,182.49,923.67
0.71,223.74,904.31
0.7199,259.38,882.75
0.7299,290.95,858.99
0.7399,304.7,838.42
0.7499,312.62,810.48
0.7599,324.28,784.3
0.7699,334.73,753.5
0.7799,357.5,727.1
0.7899,394.9,696.3
0.7999,442.42,654.06
0.8099,494.23,617.65
0.8199,551.76,574.42
0.8299,617.54,530.53
0.8399,682.44,452.32
0.8499,728.31,398.53
0.8599,774.07,339.13
0.8699,807.29,282.92
0.8799,836.44,230.56
0.8899,867.57,176.99
0.8999,894.52,128.81
0.9099,925.98,95.81
0.9199,951.06,59.95
0.9299,971.63,31.9
0.9399,986.26,17.05
0.9499,1003.53,14.96
0.9599,1012.44,10.01
0.9699,1012.44,8.03
0.9799,1010.79,6.05
0.9899,1002.54,3.96
0.9999,992.2,3.96
1.0099,981.86,0.0
1.0199,971.41,0.0
1.0299,963.38,0.0
1.0399,955.24,0.0
1.0499,947.32,0.0
1.0599,943.58,0.0
1.0699,944.46,0.0
1.0799,943.47,0.0
1.0899,953.04,0.0
1.0999,962.39,0.0
1.1099,976.36,0.0
1.1199,990.66,0.0
1.1299,1005.18,0.0
1.1399,1017.94,0.0
1.1499,1019.26,0.0
