0,0.0,154.22,110.88,61.49,71.28,6.71,106.92,37.18,25.52,129.25,83.27,46.86,57.09,4.95,70.4,74.14,33.11,574.2,499.07
1,0.01,154.22,110.88,61.49,71.28,6.71,106.92,37.18,25.52,129.25,83.27,46.86,57.09,4.95,70.4,74.14,33.11,574.2,499.07
2,0.02,154.22,110.88,61.49,71.28,5.39,108.46,35.75,25.52,127.6,83.27,48.4,57.09,4.95,70.4,74.14,34.43,572.99,500.28
3,0.03,154.22,110.88,61.49,72.71,6.71,108.46,35.75,25.52,129.25,83.27,46.86,57.09,4.95,70.4,74.14,34.43,575.74,500.39
4,0.04,154.22,110.88,61.49,72.71,5.39,108.46,37.18,25.52,129.25,83.27,48.4,57.09,4.95,70.4,74.14,34.43,575.85,501.93
5,0.05,154.22,110.88,61.49,72.71,6.71,108.46,37.18,25.52,129.25,83.27,46.86,57.09,4.95,70.4,74.14,34.43,577.17,500.39
6,0.06,154.22,110.88,61.49,72.71,5.39,108.46,37.18,25.52,129.25,83.27,48.4,57.09,4.95,70.4,74.14,33.11,575.85,500.61
7,0.07,154.22,110.88,61.49,72.71,6.71,108.46,35.75,25.52,129.25,83.27,48.4,57.09,4.95,70.4,74.14,33.11,575.74,500.61
8,0.08,152.79,110.88,61.49,72.71,5.39,108.46,37.18,25.52,127.6,83.27,48.4,57.09,4.95,70.4,74.14,33.11,574.42,498.96
9,0.09,152.79,110.88,61.49,72.71,5.39,108.46,35.75,25.52,127.6,83.27,48.4,57.09,4.95,70.4,74.14,33.11,572.99,498.96
10,0.1,152.79,109.34,61.49,72.71,5.39,108.46,37.18,25.52,127.6,81.73,46.86,57.09,4.95,70.4,74.14,34.43,572.88,497.2
11,0.11,152.79,109.34,61.49,72.71,5.39,108.46,37.18,25.52,127.6,81.73,46.86,57.09,4.95,70.4,74.14,34.43,572.88,497.2
12,0.12,152.79,109.34,61.49,72.71,5.39,108.46,37.18,25.52,127.6,81.73,48.4,57.09,4.95,70.4,74.14,34.43,572.88,498.74
13,0.13,152.79,109.34,61.49,72.71,5.39,108.46,37.18,25.52,127.6,81.73,46.86,57.09,4.95,70.4,74.14,34.43,572.88,497.2
