0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,86.13,76.78,118.03,131.34,55.44,85.25,41.8
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,86.13,76.78,118.03,131.34,55.44,85.25,41.8
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,81.95,74.69,118.03,136.51,57.97,89.98,41.8
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,75.57,74.69,120.45,141.79,60.28,94.82,41.8
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,69.19,74.69,120.45,149.6,62.7,99.66,44.66
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,62.81,72.49,120.45,154.88,65.12,106.81,44.66
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,56.43,70.29,122.98,162.69,67.54,111.65,44.66
0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,50.16,68.09,122.98,167.64,69.85,118.58,44.66
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,43.89,65.89,122.98,174.9,72.27,123.2,47.41
0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,37.62,61.6,122.98,179.74,74.69,130.24,47.41
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,33.44,57.2,122.98,184.58,77.11,134.86,47.41
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,27.17,53.13,125.51,189.31,81.84,141.9,50.16
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,25.08,47.41,125.51,196.57,84.26,148.83,50.16
0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,20.9,43.67,125.51,201.41,89.1,155.87,53.02
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,18.81,37.95,127.93,206.14,91.41,162.8,53.02
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,14.63,34.1,127.93,210.98,96.25,167.53,55.77
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,12.54,28.49,125.51,215.82,98.67,177.21,55.77
0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,10.45,22.77,127.93,220.66,103.4,182.16,55.77
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,8.36,17.05,125.51,223.08,105.82,189.42,58.63
0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,8.36,15.18,125.51,225.5,110.66,196.79,58.63
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27,11.33,122.98,225.5,115.5,206.47,58.63
0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,9.46,120.45,225.5,120.56,213.84,61.49
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,7.59,118.03,223.08,125.62,223.52,61.49
0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,7.59,113.08,213.4,130.68,230.78,61.49
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,105.49,201.41,133.21,240.35,61.49
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,98.01,189.31,138.27,242.77,61.49
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,88.0,177.32,140.8,247.61,61.49
0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,77.99,165.33,145.75,254.76,61.49
0.28,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.93,154.88,150.81,262.02,64.35
0.29,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.98,141.79,155.87,266.75,64.35
0.3,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92,126.06,160.93,271.59,70.18
0.31,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.39,113.08,168.52,276.43,73.15
0.32,20.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.97,97.9,175.67,276.43,78.98
0.33,49.61,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44,85.25,182.82,276.43,84.81
0.34,77.55,41.36,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.91,70.18,187.44,271.59,90.53
0.35,88.44,74.36,31.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.85,57.53,192.17,266.75,96.36
0.36,97.13,114.62,84.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.32,46.53,196.9,259.6,105.16
0.37,92.73,136.62,106.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73,38.06,196.9,247.61,110.99
0.38,84.04,149.82,110.77,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,32.67,29.59,196.9,235.51,118.58
0.39,73.15,154.22,115.28,4.18,6.49,0.0,0.0,0.0,0.0,0.0,0.0,25.19,25.41,194.59,218.68,126.17
0.4,62.26,147.62,119.68,6.27,8.58,4.18,4.51,0.0,0.0,0.0,0.0,22.66,25.41,182.82,196.79,138.82
0.41,55.88,141.02,121.88,10.45,12.98,4.18,6.71,4.51,0.0,0.0,0.0,20.13,23.21,163.46,165.11,151.47
0.42,51.7,141.02,121.88,18.81,21.67,6.27,11.22,6.71,0.0,0.0,0.0,20.13,21.12,138.27,137.17,164.12
0.43,47.52,138.82,121.88,22.99,28.16,8.47,13.53,9.02,0.0,0.0,0.0,20.13,21.12,113.08,106.81,176.77
0.44,43.45,134.42,119.68,27.17,34.65,8.47,15.73,9.02,0.0,0.0,0.0,20.13,19.03,89.1,78.1,181.72
0.45,39.27,130.02,115.28,31.35,41.25,8.47,15.73,11.22,0.0,0.0,0.0,17.6,19.03,57.97,46.42,171.71
0.46,37.18,127.82,113.08,33.44,45.54,10.56,18.04,11.22,0.0,0.0,0.0,15.07,16.94,27.72,38.28,136.29
0.47,33.11,125.62,108.57,37.62,52.03,10.56,18.04,11.22,0.0,0.0,0.0,15.07,14.74,22.66,34.32,99.33
0.48,31.02,121.22,108.57,39.71,58.63,10.56,20.24,13.53,0.0,0.0,0.0,12.54,12.65,17.6,28.27,76.01
0.49,31.02,121.22,108.57,41.8,67.21,10.56,20.24,13.53,0.0,0.0,0.0,10.01,10.56,12.54,22.11,67.32
