0,0.0,210.98,134.2,136.73,23.65,5.5,60.72,60.83,30.36,162.47,118.36,123.75,54.12,3.3,49.83,34.43,19.03,662.97,565.29
1,0.01,210.98,134.2,136.73,23.65,5.5,60.72,60.83,30.36,162.47,118.36,123.75,54.12,3.3,49.83,34.43,19.03,662.97,565.29
2,0.02,216.48,135.85,138.38,23.65,4.18,60.72,56.43,30.36,165.33,118.36,122.21,55.77,3.3,47.41,35.86,19.03,666.05,567.27
3,0.03,220.0,139.26,140.03,23.65,4.18,60.72,56.43,28.93,165.33,118.36,120.67,55.77,3.3,46.2,28.93,20.46,673.2,559.02
4,0.04,223.63,142.56,141.68,23.65,2.75,59.29,55.0,27.5,166.76,121.66,122.21,55.77,0.0,43.89,24.75,19.03,676.06,554.07
5,0.05,227.26,142.56,141.68,24.75,4.18,59.29,53.57,27.5,166.76,120.01,120.67,55.77,0.0,41.47,17.93,17.6,680.79,540.21
6,0.06,229.02,145.97,144.98,24.75,4.18,59.29,52.14,27.5,169.73,121.66,120.67,58.74,0.0,39.05,12.32,14.63,687.83,536.8
7,0.07,232.65,145.97,146.63,24.75,4.18,59.29,52.14,27.5,171.27,121.66,119.13,58.74,0.0,33.22,9.57,14.63,693.11,528.22
8,0.08,238.04,150.92,149.93,24.75,4.18,56.43,50.6,27.5,171.27,120.01,119.13,58.74,0.0,32.01,5.5,11.66,702.35,518.32
9,0.09,245.19,155.98,151.47,24.75,2.75,57.86,49.17,27.5,171.27,120.01,117.59,58.74,0.0,28.38,0.0,11.66,714.67,507.65
10,0.1,248.71,157.63,153.12,25.96,2.75,56.43,47.74,26.18,172.92,118.36,116.05,54.12,0.0,22.44,0.0,10.23,718.52,494.12
11,0.11,254.1,161.04,154.77,25.96,2.75,56.43,44.88,27.5,174.46,116.71,116.05,54.12,0.0,18.92,0.0,10.23,727.43,490.49
12,0.12,255.97,162.69,158.07,25.96,2.75,55.11,44.88,26.18,176.11,113.41,116.05,52.58,0.0,18.92,0.0,8.8,731.61,485.87
13,0.13,259.49,164.34,156.42,25.96,2.75,55.11,41.91,24.75,176.11,111.76,113.08,50.93,0.0,16.61,0.0,7.26,730.73,475.75
14,0.14,261.36,166.1,159.72,25.96,2.75,56.43,41.91,26.18,176.11,111.76,114.51,46.2,0.0,15.4,0.0,7.26,740.41,471.24
15,0.15,264.88,166.1,161.37,25.96,2.75,55.11,41.91,26.18,176.11,110.22,116.05,44.55,0.0,14.19,0.0,7.26,744.26,468.38
16,0.16,266.64,171.27,161.37,27.17,2.75,56.43,40.48,24.75,174.46,107.14,111.43,46.2,0.0,14.19,0.0,7.26,750.86,460.68
17,0.17,268.51,171.27,161.37,27.17,2.75,55.11,37.62,26.18,174.46,107.14,111.43,44.55,0.0,12.98,0.0,7.26,749.98,457.82
18,0.18,272.03,173.03,163.02,27.17,0.0,56.43,37.62,24.75,172.92,107.14,114.51,43.01,0.0,12.98,0.0,7.26,754.05,457.82
19,0.19,273.9,173.03,164.67,25.96,2.75,55.11,36.19,26.18,171.27,105.6,114.51,39.82,0.0,10.67,0.0,5.83,757.79,447.7
20,0.2,273.9,176.55,166.32,27.17,2.75,53.79,36.19,26.18,168.19,102.52,116.05,43.01,0.0,12.98,0.0,7.26,762.85,450.01
21,0.21,273.9,173.03,164.67,27.17,2.75,55.11,33.22,24.75,166.76,100.98,116.05,43.01,0.0,14.19,0.0,8.8,754.6,449.79
22,0.22,273.9,174.79,164.67,27.17,0.0,53.79,34.76,26.18,165.33,100.98,114.51,43.01,0.0,15.4,0.0,8.8,755.26,448.03
