0.0,573.76,393.58
0.01,573.76,393.58
0.02,621.39,513.04
0.03,667.92,461.78
0.04,713.68,402.49
0.05,755.15,339.46
0.06,786.28,286.44
0.07,813.12,251.02
0.08,836.11,218.46
0.09,858.55,191.29
0.1,886.71,161.37
0.11,914.87,134.31
0.12,944.35,109.34
0.13,962.94,89.87
0.14,989.89,63.03
0.15,1007.49,51.7
0.16,1029.49,46.86
0.17,1043.79,37.62
0.18,1050.17,36.3
0.19,1054.35,35.75
0.2,1056.33,35.75
0.21,1057.43,32.67
0.22,1058.53,32.67
0.23,1058.31,32.67
0.24,1056.44,32.67
0.25,1055.89,29.15
0.26,1052.92,32.67
0.27,1054.68,27.72
0.28,1050.06,29.15
0.29,1053.58,27.39
0.3,1054.68,28.6
0.31,1051.6,28.6
0.32,1048.63,27.39
0.33,1052.15,27.39
0.34,1059.52,27.39
0.35,1059.96,27.39
0.36,1074.15,28.82
0.37,1082.4,28.82
0.38,1093.95,29.37
0.39,1105.39,27.61
0.4,1124.53,29.37
0.41,1146.2,32.45
0.42,1164.13,31.13
0.43,1177.22,29.92
0.44,1193.17,33.44
0.45,1200.1,28.49
0.46,1201.64,20.57
0.47,1203.84,18.81
0.48,1190.42,18.81
0.49,1174.36,21.45
0.5,1158.3,18.81
0.51,1140.59,14.41
0.52,1138.28,13.31
0.53,1127.94,13.31
0.54,1123.76,13.31
0.55,1107.81,14.41
0.56,1092.41,14.41
0.57,1074.37,14.41
0.58,1055.12,14.41
0.59,1029.93,15.62
0.6,1000.23,22.44
0.61,967.78,40.15
0.62,933.9,85.14
0.63,897.6,256.08
0.64,839.96,400.95
0.65,770.66,523.82
0.66,690.14,596.75
0.67,566.94,643.39
0.68,401.72,683.98
0.69,260.59,718.08
0.7,218.9,765.6
0.71,179.41,818.07
0.7199,140.91,876.7
0.7299,106.48,930.16
0.7399,74.8,983.4
0.7499,45.1,1023.11
0.7599,30.14,1041.15
0.7699,20.35,1049.4
0.7799,22.88,1046.98
0.7899,13.09,1032.9
0.7999,11.22,1015.19
0.8099,11.22,992.75
0.8199,7.59,967.45
0.8299,9.24,947.43
0.8399,11.22,927.85
0.8499,7.59,905.63
0.8599,5.61,886.27
0.8699,5.61,870.54
0.8799,5.61,859.43
0.8899,9.24,846.45
0.8999,9.24,839.08
0.9099,9.24,836.22
0.9199,9.24,832.15
0.9299,9.24,831.6
0.9399,9.24,836.44
0.9499,9.24,839.63
0.9599,9.24,853.05
0.9699,13.64,857.78
0.9799,13.64,865.7
0.9899,9.24,868.01
0.9999,9.24,872.3
1.0099,13.64,872.3
1.0199,13.64,883.85
1.0299,13.64,886.82
1.0399,13.64,892.87
1.0499,15.51,900.68
1.0599,13.64,912.12
1.0699,13.64,915.09
1.0799,11.77,922.9
1.0899,13.64,918.61
1.0999,7.37,911.9
1.1099,3.74,908.82
1.1199,7.37,903.65
1.1299,7.37,894.3
1.1399,7.37,885.28
1.1499,7.37,872.63
1.1599,7.37,856.46
1.1699,7.37,836.11
1.1799,30.8,807.51
1.1899,181.39,777.59
1.1999,499.84,736.01
1.2099,481.8,686.62
1.2199,543.51,611.71
1.2299,620.29,494.67
1.2399,705.65,361.79
1.2499,780.56,280.39
1.2599,824.45,237.49
1.2699,875.27,190.85
1.2799,932.8,145.31
1.2899,1002.21,109.34
1.2999,1048.85,71.28
1.3099,1087.57,43.67
1.3199,1120.24,39.38
1.3299,1140.37,37.4
1.3399,1151.7,27.06
1.3499,1155.99,28.16
1.3599,1152.58,26.29
1.3699,1147.08,24.97
1.3799,1133.77,24.97
1.3899,1119.03,19.69
1.3999,1100.22,22.66
1.4099,1077.34,21.45
1.4199,1063.48,19.69
1.4299,1045.0,18.26
1.4399,1027.84,19.69
1.4499,1009.36,18.26
1.4599,992.64,18.26
1.4699,982.52,18.26
1.4799,974.27,17.05
1.4899,964.7,11.88
1.4999,959.75,17.05
1.5099,962.39,18.48
1.5199,967.34,13.31
1.5299,980.87,18.48
1.5399,991.87,12.21
1.5499,1009.14,17.38
1.5599,1023.44,12.21
1.5699,1033.45,12.21
1.5799,1046.54,11.0
1.5899,1057.1,16.17
1.5999,1065.9,14.96
1.6099,1075.47,9.79
1.6199,1088.45,9.79
1.6299,1103.74,8.36
1.6399,1118.04,8.36
1.6499,1125.52,8.36
1.6599,1133.66,9.57
1.6699,1121.89,9.57
1.6799,1106.27,10.78
1.6899,1068.21,7.59
1.6999,1036.64,7.59
1.7099,994.4,12.21
1.7199,954.91,12.21
1.7299,908.05,12.21
1.7399,855.14,43.01
1.7499,797.39,90.42
1.7599,733.15,386.76
1.7699,653.18,520.96
1.7799,538.12,681.78
1.7899,387.09,753.5
1.7999,272.8,802.34
1.8099,204.71,842.82
1.8199,137.5,910.69
1.8299,84.15,977.9
1.8399,50.49,1051.49
1.8499,33.55,1097.58
1.8599,31.68,1138.5
1.8699,25.52,1156.54
1.8799,20.57,1159.73
1.8899,18.7,1148.84
1.8999,12.98,1114.3
1.9099,12.98,1061.06
1.9199,11.11,1011.78
1.9299,11.11,964.04
1.9399,9.24,916.96
1.9499,11.11,876.37
1.9599,11.11,842.38
1.9699,9.24,817.85
1.9799,11.11,798.93
1.9899,9.24,784.19
1.9999,11.11,773.52
2.0099,9.24,768.46
2.0199,11.11,767.47
2.0299,9.24,762.41
2.0399,9.24,762.08
2.0499,9.24,768.46
2.0599,9.24,774.62
2.0699,9.24,790.13
2.0799,9.24,810.7
2.0899,9.24,833.8
2.0999,9.24,854.59
2.1099,15.62,873.95
2.1199,19.36,893.31
2.1299,26.84,904.53
2.1399,14.85,923.12
2.1498,7.37,931.59
2.1598,7.37,935.44
2.1698,9.24,935.66
2.1798,3.74,934.34
2.1898,3.74,920.92
2.1998,7.37,913.33
2.2098,11.55,904.42
2.2198,28.49,885.5
2.2298,66.77,868.12
2.2398,351.56,840.07
2.2498,471.02,802.34
2.2598,580.14,759.88
2.2698,666.38,684.86
2.2798,684.31,542.96
2.2898,724.24,382.14
2.2998,796.95,288.53
2.3098,876.59,226.38
2.3198,988.46,173.47
2.3298,1070.63,121.0
2.3398,1133.22,77.44
2.3498,1178.98,40.7
2.3598,1206.81,40.26
2.3698,1224.96,32.67
2.3798,1234.75,26.29
2.3898,1225.62,25.19
2.3998,1210.11,22.11
2.4098,1201.09,20.68
2.4198,1173.59,20.68
2.4298,1145.98,20.68
2.4398,1113.31,21.01
2.4498,1079.1,21.01
2.4598,1044.01,24.53
2.4698,1009.14,15.84
2.4798,975.92,21.01
2.4898,949.63,14.63
